Mural Registration ID,Artist Credit,Artwork Title,Media,Year Installed,Year Restored,Location Description,Street Address,Zip,Ward,Community Area Number,Affiliated (or Commissioning) Organization,Description of Artwork,Latitude,Longitude,Location
19134,Carolyn Elaine and John Pitman Weber,"Reaching Back, Moving Forward, Lest We Forget the Song of 47th St",,2009,,47th St and Lake Shore Drive Underpass,1306 East 47th St,60653,4,5,Chicago Public Art Group,"Artist Carolyn Elaine and John Pitman Weber. 2009. This mosiac mural was created to represent and enrich the history of the Hyde Park/Bronzeville area. The mural urges people to know their history: ""Know, Learn, Read"". Through the use of Adinkra and Native American symbols the mural promotes a message of the importance of history, peace, and tranquility. From 2009",41.80977529,-87.59473652,POINT (-87.59473652 41.80977529)
19117,Chris Silva with Yollocalli,Flight Patterns,spray,2018,,Lakeview Low Line,3410 North Southport Ave,60657,44,57,Yollocalli Arts Reach,"Flight Patterns was done in collaboration with young Artists from Yollocalli Arts Reach. Our Yollocalli team created stencil designs, assisted in making on the fly color decisions, and helped to get everything painted while amping up the overall enjoyment factor of producing this vibrant piece of public art.",41.94375528,-87.66407359,POINT (-87.66407359000002 41.94375528)
19244,Tony Passero,Tierra,paint,2019,,,"Road viaduct wall, on W Montrose Ave, under LSD",60630,,46,,,41.962039,�-87.646384,
19002,Miguel A. Del Real,Abrazando La Vida/Embracing Life,Painting,2017,,Department of Family Support Services,1615 West Chicago Ave,60622,1,25,DCASE,"This mural’s positive symbolism, coupled with the strong use of primary colors, intends to bring a reflective energy to the location as a reminder to balance our mind, matter, and soul.",41.89595361,-87.66790007,POINT (-87.66790007 41.89595361)
19266,Marry Tonnu,Letter Q,,2019,,,1850 N Elston Ave,60642,2,,22,,41.91604997,-87.66628047,POINT (-87.66628047 41.91604997)
19313,Justus Roe,Alpha Omega,Acrylic and exterior latex paint,2013,,panels on St. Gregory Gym,5500 n Ashland,60640,40,77,,abstract landscape painting,41.98169128,-87.6699157,POINT (-87.6699157 41.98169128)
19075,"Jesus ""Chucho"" Rodriguez",Reach for Peace,,2011,,Taquería Los Comales #3,1544 West 18th St,60608,25,33,Yollocalli Arts Reach,"Created by Yollocalli teens in the summer of 2011, the “Reach for Peace” mural promotes peace & solidarity in Pilsen and surrounding communities.",41.85791848,-87.66550671,POINT (-87.66550671 41.85791848)
19207,Never 2501,The Buckingham,Paint,2015,,,59 E Van Buren,60605,42,32,Wabash Arts Corridor,A new 8100-square-foot mural from Italian street artist Never 2501�the second mural in a new outdoor series along Wabash Avenue.,41.87687878,-87.625411,POINT (-87.625411 41.87687878)
19308,Justus Roe,The Longroom,Acrylic and exterior latex paint,2013,2019,Longroom parking lot East Facade,1612 W Irving Park Rd #1,60613,47,06,,abstract landscape painting,41.95439275,-87.66958709,POINT (-87.66958709 41.95439275)
19293,Shawnimals,Make It Good,Acrylic Paint and Spray Paint,2019,,Couch Place Alley,170 N State St,60601,42,,Chicago Loop Alliance,"A diverse community is important, especially if we can work toward comon goals. Shawnimals art strives to showcase these ideals. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.",41.88515323,-87.62807348,POINT (-87.62807348 41.88515323)
19234,Matthew Hoffman,Do More with Less,,2016,,,4017 N Sheridan Road,60613,46,03,,,41.95505283,-87.65441322,POINT (-87.65441322 41.95505283)
19007,John Pitman Weber,Together We Overcome/Unidos Para Triunfar,,1971,,,2100 West Division St,60622,2,25,Chicago Public Art Group,"Artist John Weber. 1971. The goal of this colorful West town mural was to unite Latino, black, and white gang members in the community. When restored in 1974, a coffin and policeman firing his gun were added to symbolize the recent death of a Puerto Rican youth worker, shot and killed by a policeman. From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)",41.90325452,-87.67982505,POINT (-87.67982505 41.90325452)
19249,Rowan Tree Residents,The Rowan Tree,mosaic,2019,,,500 W Englewood Ave,60621,20,68,,"A mosaic mural completed by the residents at Rowan Trees to depict the hope, growth, and deep roots needed for recovery of substance use and mental illness. Art was designed by members of Threshold.",41.78090936,-87.63761782,POINT (-87.63761782 41.78090936)
19061,Chema Skandal,,Spray + Brush,2018,,,2801 South Lawndale Ave,60623,22,32,Yollocalli Arts Reach,,41.84059445,-87.71698352,POINT (-87.71698352 41.84059445)
19118,Tim Portlock and Beatriz Santiago Munoz,Fishing at Hogarth's,,1995,,,1108 West Lawrence Ave,60640,46,31,Chicago Public Art Group,"Completed 1995. Artists Tim Portlock and Beatriz Santiago Munoz. This mural, painted on the west-facing retaining wall of the El tracks at the Lawrence stop, was designed and painted with the help of 11 Prologue Alternative High School students. From 1996",41.96915696,-87.65802546,POINT (-87.65802546 41.96915696)
19086,Julio Cesar Montano-Montenegro,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2510 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.9030983,-87.68997903,POINT (-87.68997903 41.9030983)
19202,Sam Kirk,The Seeds We Plant Today Determine Our Growth For Tomorrow,Paint,2017,,,1306 S. Michigan,60605,3,33,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) ""The Seeds We Plant Today Determine Our Growth For Tomorrow� mural highlights the work of Dolores Huerta in her role as an activist for human rights, additionally her strength and persistence as the only woman in a male dominated field. The power fist is a symbol seen in movements for marginalized people throughout history. Further symbolism is reflected in the sun which connects to the roots with the rising fists of the work of our ancestors. It is my duty to create work that makes women more visible, in content and process. My team is made up of strong female artists of color, so when people see us painting this work the message comes full circle and together we change minds. Women of Color must be seen more often as the strong, nurturing leaders that we are.",41.8655389,-87.62425739,POINT (-87.62425739 41.8655389)
19221,Mauricio Rodriguez,Respiration,paint,2018,,Anytime Fitness,1346 W. Devon Avenue,60660,49,01,Edgewater Chamber of Commerce,"The Edgewater Chamger of Commerce, with the permission of SSA #26 worked with Mauricio Ramirez, the franchises of Anytime Fitness and the property owner to bring more art to the neighborhood",41.99825284,-87.66486967,POINT (-87.66486967000002 41.99825284)
19103,"Dalton Brown, Dzine, and Bernard Williams",Knowledge Is Power Project 5,,1992,,,1832 West Washington,60612,27,29,Chicago Public Art Group,"Completed 1992. Artists Dalton Brown, Dzine, and Bernard Williams. This mural is located at the Henry Horner Boys and Girls Club. The mural symbolizes African American lineage with images of an African map, King Tut, a clenched fist, and the word ""ROOTS"".",41.88331129,-87.67313444,POINT (-87.67313444 41.88331129)
19335,Justus Roe,Rogers,Acrylic and exterior latex paint,2019,,Fence and garage,1523 W Albion Ave,60626,40,01,,abstract landscape painting,42.0016378,-87.66904354,POINT (-87.66904354 42.0016378)
19303,Antonio Beniquez,Temperance,,2018,,Damen Tavern,"701 N. Damen Ave, Chicago IL 60622",60622,1,24,,fa�ade mural,41.89413131,-87.67685467,POINT (-87.67685467 41.89413131)
19261,Marry Tonnu,Letter L,,2019,,,1427 W Willow Street,60642,2,,24,,41.9142878,-87.66281791,POINT (-87.66281791 41.9142878)
19029,Jeff Zimmermann (with SkyART),Sky Art Mural,Painting,2017,,SkyART,3026 East 91st St,60617,10,42,DCASE,"Jeff Zimmerman began this mural by teaching youth at SkyART how to draw abstract shapes. The shapes they created were enlarged and placed throughout the mural to serve as framing devices for more representational images, including the three faces that gaze directly at the viewer.",41.73019968,-87.55002787,POINT (-87.55002787 41.73019968)
19039,Rahmaan Statik,Openlands Mural,,2009,,"Wall under train tracks, 63rd & Parnell",555 West 63rd St,60621,20,66,Chicago Public Art Group,Rahmaan statik Statik The Junction Grove mural is a snapshot of Englwood during the early 1900's. The overall image represents the great white flight from Englewood during the early 20th century. It also focuses on the importance of the Pullman Porters during this time. Over all the community response and perception was positive.,41.77972307,-87.63959602,POINT (-87.63959602 41.77972307)
19298,Key Detail,otherworldly,,2017,,Taco Veloz,"1745 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89589266,-87.67156245,POINT (-87.67156245 41.89589266000001)
19071,"Jesus ""Chucho"" Rodriguez",Libertad,Paint,2008,,Barrett Park,2022 West Cermak Road,60608,25,33,Yollocalli Arts Reach,"In the summer of '08, Yollocalli teens created this mural, ""Libertad,"" that speaks to the youth, the community and their culture- check out portraits of Malcolm X, Frida Kahlo, & Rosa Parks.",41.8522701,-87.6768038,POINT (-87.6768038 41.8522701)
19193,Ruben Aguirre,Drowning City,Paint,2016,,,501 S Wabash,60605,42,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) Ruben Aguirre is a Chicago-based painter who has transitioned from graffiti writing to an abstract/contemporary muralist.
While working on this project Aguirre stated, �The first inspiration is the space itself. My work is a response to a site specific place, so looking, thinking and reacting with paint is the result of being there.� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.8756261,-87.62587904,POINT (-87.62587904 41.875626100000005)
19276,David Heo,"Inhale, Exhale",,2019,,Uptown Ace Hardware,4654 North Broadway,60640,46,,,,41.96675345,-87.65849862,POINT (-87.65849862 41.96675345)
19022,Astrid Fuller,Pioneer Social Work,,2011,,57th St and Stony Island,5656 South Stony Island Ave,60637,5,8,Chicago Public Art Group,"Original Artist: Astrid Fuller. 1976. Restoration Completed: 2011 Restoration Artist: Damon Reed Much controversy surrounded this mural, sponsered by the Hyde Park-Kenwood Community Conference, but months later it was finally painted. The mural depicts some of the many contributions of the pioneer social workers, such as civil liberties and peace initiatives. From 1976",41.79169657,-87.5868573,POINT (-87.5868573 41.79169657)
19138,"Cathy Cajandig, John Weber",Children are our Future,Paint and Mixed Media,1979,2015,The 606 at California and Bloomingdale,1760 North California Ave,60647,26,25,Chicago Public Art Group,,41.91374686,-87.69723595,POINT (-87.69723595 41.91374686)
19166,Juan De Lu Mora,De Generacion en Generacion,Paint,2018,,South side at building on Ridgeway,2555 S Ridgeway Ave,60623,22,30,,Black and white mural made with charcole and spray paint mezaleros cutting pinas to make mezcal.,41.84453962,-87.71831109,POINT (-87.71831109 41.84453962)
19034,"Cyd Smillie with
Arts Alive Chicago",Messages,Painting,2018,,"Viaduct, East Wall",5804–5856 South Damen Ave,60636,15,65,DCASE,"Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students.",41.7882892,-87.67428131,POINT (-87.67428131 41.7882892)
19093,Cristian Roldan,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2542 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90308696,-87.69112645,POINT (-87.69112645000001 41.90308696)
19230,Matthew Hoffman,You Are Beautiful,painted plywood,2012,,,2334 W Division St,60622,1,24,,,41.90314475,-87.68599652,POINT (-87.68599652 41.90314475000001)
19253,Marry Tonnu,Letter B,,2019,,,1690 N Elston Ave,60642,2,,24,,41.91290391,-87.66394498,POINT (-87.66394498000001 41.91290391)
19198,JJ McLuckie,My Exploding Head,Paint,2016,,,600 S. Michigan,60605,42,32,Wabash Arts Corridor,,41.87437162,-87.62437953,POINT (-87.62437953000001 41.87437162)
19066,"El Paseo
Community
Garden with Eric J. Garcia, Diana Solís, Katia Péres-Fuentes",El Abrazo,,2017,,El Paseo Community Garden,944 West 21st St,60608,25,33,DCASE,"During the development of the mural El Abrazo—which translates to “The Embrace” in Spanish—25th Ward residents offered concepts of immigration, migration, borders, agriculture and environment. Project Artists worked with five teenage apprentices—Natalie Alicea, Natalie Aparicio, Yazmin Jiminez, Jasmin Martinez, and Jocelyn Tlapa—to form the multigenerational team that painted the mural.",41.85401145,-87.64989059,POINT (-87.64989059 41.85401145)
19098,Reynaldo Rodriguez,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2701 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90283677,-87.69453754,POINT (-87.69453754 41.90283677)
19330,Justus Roe,Logan,Acrylic and exterior latex paint,2019,,Garage,2827 N Spaulding Ave,60618,35,21,,abstract landscape painting,41.93284869,-87.70973589,POINT (-87.70973589 41.93284869)
19325,Justus Roe,AVHQ,Acrylic and exterior latex paint,2018,,South facing facade,5232 N Damen Ave,60625,40,04,,abstract landscape painting,41.97698486,-87.67957802,POINT (-87.67957802 41.97698486)
19286,Ant Ben and Gabe Moskolis,untitled,Exterior Paint and Spray Paint,2019,,,330 N MacChesney Court,60601,42,,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88761537,-87.62530112,POINT (-87.62530112 41.88761537)
19225,Sam Kirk,Viva F�tbol!,paint,2017,,18th and Ashland,1724 S. Ashland Avenue,60608,25,31,,Commission with Major League Soccer for 2017 All-Star Game in Chicago.,41.85789813,-87.66628976,POINT (-87.66628976 41.85789813)
19318,Justus Roe,Pratt-a-tat-tat,Acrylic and exterior latex paint,2015,2019,West embankment wall on Glenwood,1401 w. Pratt,,49,01,,abstract landscape painting,42.00534589,-87.66591766,POINT (-87.66591766 42.00534589)
19157,Tanner Woodford,,Paint,2018,,Cards Against Humanity HQ,1551 W Homer Street,60642,2,22,Cards Against Humanity HQ,"Tanner Woodford is founder and executive director of the Design Museum of Chicago, and teaches at the School of the Art Institute of Chicago.",41.91720864,-87.66683738,POINT (-87.66683738 41.91720864)
19010,Siddha Webbe,Have A Dream,,1995,,S King Dr & E 40th St,3993 South King Dr,60653,3,4,Chicago Public Art Group,Completed 1995. Artist Siddha Webber. This 16x50 ft mural depicts various images of Martin Luther King Jr. From 1995,41.82204495,-87.61680123,POINT (-87.61680123 41.822044950000006)
19189,Czr Prz,Fry,Paint,2016,,,1415 S. Wabash,60605,3,33,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) CZR PRZ is a Chicago native with over 20 years of experience as a street artist, illustrator, painter, designer and installation/production artist.
While working on this project CZR said,  �Public art has the potential to both inspire as well as to develop an emotional connection to the audiences� surroundings� �  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.86361937,-87.62559588,POINT (-87.62559588 41.86361937)
19054,Chris Silva,Flower Shop,,2015,,Jesse's Flower,2459 South Christiana,60623,22,32,Yollocalli Arts Reach,This mural was created with 15 Yollocalli youth interns/collaborators in during the summer of 2015 with direction from lead Artist Chris Silva.,41.84637097,-87.70860251,POINT (-87.70860251 41.84637097)
19170,Nora Kate,Maud the Octopus,Paint,2018,,"Corner of building, Fulton at Justine",1520 W Fulton Street,60607,27,28,,Oringal black and white Octopus set on southwest corner of building,41.88664527,-87.66524751,POINT (-87.66524751 41.88664527)
19292,Raul Ra,untitled,Spray Paint,2017,,Sullivan Center Alley,25 E Monroe St,60603,42,,Chicago Loop Alliance,This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88066939,-87.62680815,POINT (-87.62680815 41.88066939000001)
19295,Lauren Asta,swelligant,,2016,,Windy City Caf�,"1062 W. Chicago Ave, Chicago IL 60622",60622,27,24,,mural,41.89638219,-87.65506733,POINT (-87.65506733 41.89638219)
19142,Anthony Lewellen,LAKE VIEW,,2017,,On south-facing wall covering two stories,3241 N Lincoln Ave,60657,47,57,DCASE,"LAKE VIEW by Anthony Lewellen is an iconic 4,000 square-foot mural that celebrates Lakeview at an intersection that has historically served as the geographical center of the neighborhood. According to Lewellen, who grew up in Lakeview and has been a prominent figure in the Chicago arts community for decades, the artwork presents a visual metaphor that embodies the area's namesake and simultaneously plays with the notion of personification. ""The central female figure, her hair flowing like waves, towers above the surrounding trees and buildings and in her reflected gaze, we see the horizon clear, blue, open and full of possibilities.""",41.94091163,-87.66935052,POINT (-87.66935052 41.94091163)
19110,Tony Passero,CoyWolf,Paint,2017,,"Viaduct, Damen Avenue at The 606",1800 North Damen Ave,60647,32,25,DCASE,"In CoyWolf, two large animals patterned with vibrant shapes stare at the viewer with boldly colored eyes. The coyote/wolf hybrids depicted in the mural now stand as icons of The 606, the nearby innovative public recreation space.",41.91455946,-87.67770003,POINT (-87.67770003 41.91455946)
19329,Justus Roe,Sacramento & Nelson,Acrylic and exterior latex paint,2019,,West facing street side fence,3077 N Sacramento Ave,60618,33,21,,abstract landscape painting,41.93761047,-87.70253038,POINT (-87.70253038 41.93761047)
19257,Marry Tonnu,Letter H,,2019,,,1650 N Elston Ave,60642,2,,24,,41.91197223,-87.66325377,POINT (-87.66325377 41.91197223)
19125,Green Star Movement,63rd Street Gateway,,2018,,Metra viaduct at 63rd St. between Dorchester and Blackstone,S Dorchester Ave & E 63rd St,60637,20,,,"Green Star Movement, with the help of approximately 500 volunteers, created this mosaic to celebrate the Woodlawn neighborhood and its culture. Elaborate portraits of notable figures, including Barack Obama, Michelle Obama, and singer Minnie Riperton are shaped out of tile. Photographs embedded in the material memorialize other former residents—including Emmett Till and Muhammad Ali. Further highlighting Woodlawn’s rich history, imagery from the front page of the Chicago Crusader, a newspaper headquartered in the neighborhood, is prominently displayed within the mosaic.",41.780539,-87.590428,POINT (-87.590428 41.780539)
19226,Sam Kirk,Power to the People,paint,2017,,Couch Alley,99 W. Couch Place,60601,42,32,Chicago Loop Alliance,A celebration of electricity and women/women of color working in the trade industries. This mural was created for ACTIVATE: a project of the Chicago Loop Alliance Foundation.,41.88499046,-87.63077318,POINT (-87.63077318 41.88499046)
19340,Christian Paz,Lakefront,,2020,,Spoil Me Salon,1137 W Leland Ave,60640,46,3,,,41.9671,-87.65898,POINT (-87.65898 41.9671)
19078,"Ricardo Martinez, FEDZ, Thomas, Axel",Alley Wall Project,spray,2013,,"Giordano's Pizza, alley",1401 W 18th St,60608,25,33,Yollocalli Arts Reach,"Thanks to Alderman Solis and his Art in Public Spaces Initiative, Yollocalli Youth have been able to create works of art in the alley by our 1401 W 18th street building.",41.85776469,-87.66138509,POINT (-87.66138509 41.85776469)
19194,Zor Zor Zor,"Goralu, Czy Ci Nie Zal",Paint,2016,,,600 S Michigan,60605,42,32,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher) While working on this project Zor Zor Zor stated, �The inspiration for the WAC wall piece is my culture and where I come from. My parents moved to Chicago from southern Poland in the 70�s. We are highlanders or in polish �Gorale�. I chose to paint a dancing couple dressed in traditional �Goralskie� costume.�-  as quoted in Sandra Steinbrecher�s Wabash Arts Corridor / Big Walls / 2016",41.87437162,-87.62437953,POINT (-87.62437953000001 41.87437162)
19213,Lauren Asta,This is Lakeview,paint,2018,,Side of office building,3409 N. Paulina,60657,44,06,Lakeview Chamber of Commerce,"�Creating public artwork allows me to visually stimulate an audience and inspire them with my cast of characters doing what they do best: being humorous about the human experience. The enormous amount of intentional memories created in front of my murals are so profound it should continually remind us that art is an extremely important part of our lives. People watch and document the process from start to finish and ultimately feel attached to the project. Art creates an emotional connection within us. It allows us to pay attention and to be connected to it and thus be connected with others. My desire to contribute something positive and worthwhile is so strong one might say art is what makes me feel human. This project was a great experience and example of why public art is so important. I wanted the community to be proud of something positive that belongs to them. To have it be a constant reminder to be bold, to flex the hustle, and to hopefully have the desire to create something�big or small.�
THIS IS LAKEVIEW is funded by Special Service Area 27, whose mission is to support a vibrant local economy and high quality of life for the benefit of Lakeview businesses and residents by improving and enhancing public streets and spaces, creating memorable experiences, encouraging spending locally and promoting the neighborhood. The mural is part of the Lakeview Low-Line, which re-envisions the half-mile space beneath the CTA �L� tracks between Southport and Lincoln avenues as an exciting Chicago art destination and a fun and dynamic path connecting Lakeview. Learn more at www.lakeviewlowline.com.",41.94362991,-87.67106145,POINT (-87.67106145 41.94362991)
19097,Cristian Roldan,Las Puertas de Paseo Boricua,Paint and Mixed Media,2017,,Division St between Western Ave and California Ave,2628 West Division St,60622,26,25,DCASE,"Las Puertas de Paseo Boricua, organized by Sam Kirk, is a celebration of contemporary Latino culture in Chicago. Partnering with the Illinois Puerto Rican Cultural Center, Kirk sought out street-level doorways on Division street as new sites for public artwork, to increase the visibility of Latino culture in Humboldt Park. Kirk selected 13 Artists to create new works that explore indigenous tribes, ancestry, cultural characters, music, scenic references, cross-cultural identities, and pride.",41.90306762,-87.69314756,POINT (-87.69314756 41.90306762)
19060,"Jospeh ""Sentrock"" Perez",Follow Your Dreams,Spray + Brush,2018,,Eli Whitney,2845 S Komensky Ave,60623,22,32,Yollocalli Arts Reach,"This mural is intended give students at Eli Whitney a reminder to no give up on their goals and to always follow their dreams. The mural depicts a cat holding a school diploma along with the phrase ""Follow your dreams""",41.839311,-87.725158,POINT (-87.725158 41.839311)
19233,Matthew Hoffman,You Are Beautiful,,2016,,,1039 W Lawrence Ave,60640,46,03,,,41.96895857,-87.65636687,POINT (-87.65636687 41.96895857)
19174,Shepard Fairey,We Own The Future,Paint,2014,,,916 S Wabash,60605,4,32,Wabash Arts Corridor,"Columbia College Chicago has teamed up with Shepard Fairey (OBEY series, Obama HOPE) and three other�Art Alliance: The Provocateurs�artists to showcase their work in the Wabash Arts Corridor as part of the exhibition with�Lollapalooza. Four of the top names in subversive street art�Shepard Fairey, Cleon Peterson, POSE, and RETNA�have used the corridor as their �living urban canvas,� injecting provocative, large-scale artworks into one of Chicago�s major emerging art scenes.�The outdoor art, as part of the Wabash Arts Corridor, will remain indefinitely.",41.87004169,-87.6260414,POINT (-87.6260414 41.87004169)
19014,Justine Presha' DeVan,Black Women Emerging,,1977,2001,S Cottage Grove Ave & E 41st St,4112 South Cottage Grove Ave,60653,4,4,Chicago Public Art Group,"Artist Justine Presha' DeVan. 1977. Black Women Emerging is a mural dedicated to African-American women; many female community members, young and old, helped prime and paint the mural. From 1977",41.81992522,-87.60693771,POINT (-87.60693771 41.81992522)
19130,Ginny Sykes,RORA,,1999,,Erie St and the Chicago River,536 West Erie St,60654,42,37,Chicago Public Art Group,"(At Erie St and the Chicago River). 1999. Artist Ginny Sykes. The title of this two part mosaic is Rora, a Potowami word that means ""confluence"". This abstracted mosaic represents the past, present, and future of the Chicago River and its relationship with the City. From 1999",41.89399188,-87.64284995,POINT (-87.64284995 41.89399188)
19042,Rahmaan Statik,The Great Wall of Chicago,Painting,2018,,"Metra Rock Island District, Gresham station",8701 South Vincennes Ave,60620,21,,DCASE,"In The Great Wall of Chicago, Statik situates portraits of Auburn Gresham residents in an environment that is both local and cosmic. Improving oneself and one’s community is a central and unifying theme.",41.736157,-87.645218,POINT (-87.645218 41.736157)
19135,Mirtes Zwierzynski,Garfield Park Conservatory Alliance Mosaic,,2007,,N Hamlin Ave and Lake St,N Hamlin Ave and Lake St,60624,28,,Chicago Public Art Group,,,,
19074,"Jesus ""Chucho"" Rodriguez",Wall of Hope,,2010,,San Jose Obrero Mission,1856 South Loomis,60608,25,33,Yollocalli Arts Reach,"Yollocalli students, along with Chucho created a powerful a mural titled, ""Wall of Hope"" for the local Pilsen organization, San Jose Obrero Mission. The mural displays awareness and commitment to the community.",41.85615719,-87.66141803,POINT (-87.66141803 41.85615719)
19129,Tracy Van Duinen,I Will...,,,,,4730 North Sheridan Rd,60640,46,31,Chicago Public Art Group,"Artist: Tracy Van Duinen Assitant: Todd Osborne the images that make up the macro design reveal what takes place at the agency. This includes the psychiatric, social work, hip hop workshops, tech center, art and circus acrobatics programs. The figures are tracing from photographs taken from around the agency. The supporting text that surrounds these images competes their meaning. The words were collected from people working at every level from board members to the youth. The words also complete the title of the mural, I will... mentor, choose, grow, create, respect, inspire, etc.",41.96813738,-87.65495695,POINT (-87.65495695 41.96813738)
19344,A Zak,City Mindset,,2020,,The Wilson-Walden,1265 W Wilson Ave,60640,46,3,,,41.96525,-87.66192,POINT (-87.66192 41.96525)
19238,Caroline Brown,Wagnolia Beach,,2019,,,4600 N Magnolia Ave,60640,46,03,,,41.96543519,-87.66117219,POINT (-87.66117219000002 41.96543519)
19106,"Northwest
Arts
Connection with AnySquared Projects
Tracy Kostenbader, Rosa Pineda, and Holiday Gerry",Becoming,Paint,2017,,Roscoe Ave at Kostner Ave,4400 West Roscoe St,60641,30,16,DCASE,"Part of the 30th Ward is a former industrial corridor that is becoming residential. The Artists who created these murals responded to the question, “What does urban renewal or urban evolution mean to this area?”",41.94271413,-87.73722091,POINT (-87.73722091 41.94271413)
19245,Eduardo Kobra,Vivian Maier,paint,2017,,,1651-53 W North Ave,60622,2,24,,,41.91049264,-87.66975616,POINT (-87.66975616 41.91049264)
19003,John Pitman Weber,Rompiendo Las Cadenas/Breaking the Chains,,1971,,,1458 North Rockwell St,60622,1,25,Chicago Public Art Group,"Artist John Pitman Weber. 1971. This mural depicts ""community unity in their attempts to break the chains of poverty"". From 1971 (http://picasaweb.google.com/chicagopublicartgroup/1971?feat=embedwebsite)",41.90834907,-87.69222102,POINT (-87.69222102 41.90834907)
19267,Marry Tonnu,Letter R,,2019,,,1668 N Ada Street,60642,2,,24,,41.91266881,-87.66224173,POINT (-87.66224173 41.91266881)
19206,Hector Duarte,Desenredando Fronteras (Unraveling Borders #2),Paint,2017,,,1306 S Michigan,60605,3,33,Wabash Arts Corridor,"(Photo Credit: Sandra Steinbrecher)I relate everything with this theme to immigration. The butterfly flies from Canada to Mexico. The butterflies fly freely, and the human being does not�they go and come back.",41.8655389,-87.62425739,POINT (-87.62425739 41.8655389)
19312,Justus Roe,Belmont & Kedzie,Acrylic and exterior latex paint,2013,2019,Kennedy Underpass on the east side of Kedzie south of Belmont north of Avondale,3141-3199 n. Kedzie,60618,33,21,,abstract landscape painting,41.93872608,-87.70750408,POINT (-87.70750408 41.93872608)
19299,Persue,reckless behavior,,2017,,Reach Fieldhouse,"1601 W. Chicago Ave, Chicago IL 60622",60622,1,24,,mural,41.89596285,-87.6673493,POINT (-87.6673493 41.89596285)
19167,Jay Jasso,Passage of souls,Paint,2015,,West side at building on Ridgeway,2598 S Ridgeway Ave,60623,22,30,,Colorful indigenus style mural made with paint a journey from the living to the atler world with skulls.,41.84442031,-87.71860171,POINT (-87.71860171000002 41.84442031)
19033,"Cyd Smillie with
Arts Alive Chicago",King of Peace,Painting,2018,,"Viaduct, West Wall",5804–5856 South Damen Ave,60636,15,65,DCASE,"Cyd Smillie worked with Henderson Elementary students and faculty on the theme of peace for two corresponding murals on the walls of the Damen underpass—Messages on the east side, and King of Peace on the west side. King of Peace was designed by Henderson Elementary art teacher Darrell Pulliam, while Cyd Smillie designed Messages with the Henderson students.",41.7882892,-87.67428131,POINT (-87.67428131 41.7882892)
19035,Max Sansing,63rd and Infinity,Painting,,,Boombox Englewood,833 West 63rd St,60621,16,66,DCASE,"In creating the mural with spray paint for Boombox Englewood, Matt Sansing has depicted a silhouette of a different Chicago skyline, featuring elements within the surrounding blocks in Englewood. This location is one of four Boombox installations across the city managed by Latent Design. This project was realized in partnership with the People Plazas program of the Chicago Department of Transportation’s Make Way for People initiative, and the Department of Planning and Development’s Retail Thrive Zone program.",41.77962053,-87.6461237,POINT (-87.6461237 41.77962053)
